time,wheel1_vel,wheel1_cur,wheel1_vol,wheel1_pos,wheel1_temp,wheel1_pwm,wheel2_vel,wheel2_cur,wheel2_vol,wheel2_pos,wheel2_temp,wheel2_pwm,wheel3_vel,wheel3_cur,wheel3_vol,wheel3_pos,wheel3_temp,wheel3_pwm,wheel4_vel,wheel4_cur,wheel4_vol,wheel4_pos,wheel4_temp,wheel4_pwm,hebi_steer_acc_x,hebi_steer_acc_y,hebi_steer_acc_z,hebi_steer_gyro_x,hebi_steer_gyro_y,hebi_steer_gyro_z,hebi_steer_pos_desired,hebi_steer_pos,hebi_steer_vel_desired,hebi_steer_vel,hebi_steer_eff,hebi_steer_cur_motor,hebi_steer_cur_motor_winding,hebi_steer_vol,hebi_steer_temp_board,hebi_steer_temp_motor_winding,hebi_steer_pwm,hebi_bogie_acc_x,hebi_bogie_acc_y,hebi_bogie_acc_z,hebi_bogie_gyro_x,hebi_bogie_gyro_y,hebi_bogie_gyro_z,hebi_bogie_pos_desired,hebi_bogie_pos,hebi_bogie_vel_desired,hebi_bogie_vel,hebi_bogie_eff,hebi_bogie_cur_motor,hebi_bogie_cur_motor_winding,hebi_bogie_vol,hebi_bogie_temp_board,hebi_bogie_temp_motor_winding,hebi_bogie_pwm,in_transition,gait_name
1691281526.0655608,0.0,0.0,11.9,37.452880859375,35,-0.113,-0.0,-0.0,11.9,39.74853515625,35,0.0,0.0,0.0,11.9,37.96630859375,35,0.0,-0.0,-0.0,12.0,39.319091796875,34,0.0,0.5511492490768433,0.32512161135673523,9.84229564666748,-0.0008757000905461609,0.0006612492143176496,-0.0009692899184301496,0.021718038246035576,0.021674908697605133,-0.0,-0.014468498528003693,-0.2354060858488083,0.2123880386352539,1.0469138622283936,48.02985382080078,45.64259338378906,35.83055877685547,0.2175777107477188,-9.628664016723633,0.41127684712409973,-0.016212761402130127,-0.0009755450300872326,-0.0001455746532883495,-0.00221421429887414,-0.045750442892313004,-0.045809570943013966,0.0,-0.004427067935466766,0.004350642673671246,0.007367134094238281,-0.016191814094781876,48.216915130615234,43.32007598876953,36.14626693725586,-0.004047619178891182,0.0,STARTUP
1691281526.1005127,0.0,0.0,11.9,37.452880859375,35,-0.113,-0.0,-0.0,11.9,39.748291015625,35,-0.226,0.0,0.0,11.9,37.96630859375,35,0.0,-0.0,-0.0,12.0,39.319091796875,34,0.0,0.579962968826294,0.2544707655906677,9.717884063720703,-0.027026819065213203,0.0009004091843962669,-0.07416202127933502,0.021052684634923935,0.024914368987083435,-0.04173605889081955,0.14686745405197144,-0.06331539899110794,0.047593116760253906,-0.6168584823608398,48.091487884521484,45.667076110839844,36.073909759521484,-0.07190476357936859,-9.507360458374023,0.3245541751384735,0.02463310956954956,-0.06295382231473923,-0.00340018211863935,0.0016169409500434995,-0.04565742611885071,-0.04575807252992803,0.005834828596562147,-0.0032004667446017265,-0.0007182058761827648,0.011029243469238281,0.015117183327674866,48.23240661621094,43.304771423339844,36.14686584472656,0.0071428571827709675,0.0,STARTUP
1691281526.1322494,0.0,0.0,11.9,37.453125,35,-0.113,-0.0,2.69,11.9,39.74853515625,35,-1.356,0.0,37.66,11.9,37.966064453125,35,1.243,-0.0,-0.0,12.0,39.319091796875,34,0.0,0.5727943181991577,0.876874566078186,9.955663681030273,0.006956806872040033,0.001691131852567196,0.04219268262386322,0.01905502937734127,0.02545306831598282,-0.08349698781967163,-0.07399894297122955,-0.2693745791912079,0.010972023010253906,0.042018283158540726,48.10689926147461,45.645652770996094,36.204524993896484,-0.005476190708577633,-9.68472671508789,0.38362884521484375,-0.09353360533714294,0.041840411722660065,0.008288048207759857,-0.0030160655733197927,-0.04537814483046532,-0.04570657411684209,0.011673133820295334,0.0047259703278541565,0.002918825251981616,0.011029243469238281,0.042111560702323914,48.23240661621094,43.3170166015625,36.150630950927734,0.010238095186650753,0.0,STARTUP
1691281526.164224,0.0,0.0,11.9,37.453125,35,-0.339,-0.0,53.8,11.9,39.748779296875,36,-3.051,0.0,69.94,11.9,37.96630859375,35,3.39,-0.0,-0.0,12.0,39.31884765625,34,0.0,0.40999194979667664,-0.07704341411590576,9.950116157531738,-0.004931253381073475,-0.0022792252711951733,0.012694393284618855,0.015705393627285957,0.023993100970983505,-0.12546342611312866,-0.006807406432926655,-0.33315178751945496,0.047593116760253906,-0.2555502951145172,48.091487884521484,45.657894134521484,36.25505065917969,-0.07952380925416946,-9.631972312927246,0.12895110249519348,-0.134831964969635,0.006561917252838612,0.007483495399355888,0.0002695467555895448,-0.04490985721349716,-0.045718018208638966,0.01754017174243927,0.016077516600489616,0.01351312268525362,0.014691352844238281,0.06910432130098343,48.23240661621094,43.3139533996582,36.15774917602539,0.02976190485060215,0.0,STARTUP
1691281526.1968873,0.0,0.0,11.9,37.453125,35,-0.339,0.023980823922402087,102.22,11.9,39.749267578125,36,-5.198,0.023980823922402087,112.98,11.9,37.966796875,35,5.424,-0.0,-0.0,12.0,39.319091796875,34,0.0,0.3803442418575287,0.9257771968841553,9.935405731201172,-0.008900114335119724,-0.004892628639936447,0.04129130020737648,0.011028556153178215,0.022259511053562164,-0.1672871857881546,-0.10550136864185333,-0.4261991083621979,0.1098489761352539,-0.7049299478530884,48.060672760009766,45.657894134521484,36.38429641723633,-0.1725616306066513,-9.626627922058105,0.38853681087493896,-0.24748170375823975,0.044149771332740784,0.01100376807153225,-0.006510100327432156,-0.044256020337343216,-0.04564363161195928,0.023387260735034943,-0.0176774300634861,0.03148858994245529,0.01835346221923828,0.1176505982875824,48.216915130615234,43.304771423339844,36.16913604736328,0.030238095670938492,0.0,STARTUP
1691281526.2285655,0.0,0.0,11.9,37.453125,35,-0.339,0.09592329568960835,121.05,11.9,39.750244140625,35,-7.345000000000001,0.09592329568960835,139.88,11.9,37.9677734375,35,7.345000000000001,-0.0,-0.0,12.0,39.319091796875,34,0.0,0.25207194685935974,0.40400993824005127,9.988399505615234,-0.010502185672521591,-0.006847586948424578,0.09883174300193787,0.004933125805109739,0.017041746526956558,-0.20962539315223694,-0.18272845447063446,-0.5137582421302795,0.1794290542602539,-0.8503614068031311,48.04526138305664,45.64871597290039,36.55978012084961,-0.21543408930301666,-9.660713195800781,0.29404670000076294,-0.30954304337501526,0.08067986369132996,0.006351400166749954,-0.018720289692282677,-0.04340386018157005,-0.04535371461977178,0.02930627018213272,0.008098366670310497,0.058465197682380676,0.02201557159423828,0.16753898561000824,48.201419830322266,43.304771423339844,36.182674407958984,0.03880952298641205,0.0,STARTUP
1691281526.2602293,0.0,0.0,11.9,37.452880859375,35,-0.113,0.1918465913792167,104.91,11.9,39.751953125,36,-9.492,0.1918465913792167,131.81,11.9,37.969482421875,35,9.266,-0.0,2.69,12.0,39.31884765625,34,-0.339,0.22400549054145813,0.2229863554239273,9.883584976196289,-0.01249847374856472,-0.00832555815577507,0.12966758012771606,-0.00236367154866457,0.00990423746407032,-0.2510891854763031,-0.1909547597169876,-0.5814251899719238,0.2453470230102539,-0.9730255007743835,48.01444625854492,45.657894134521484,36.74478530883789,-0.27331188321113586,-9.618684768676758,0.3049394190311432,-0.30538421869277954,0.10737968981266022,0.0017956390511244535,-0.023738611489534378,-0.042383745312690735,-0.04501039186586553,0.03510303422808647,0.006862111389636993,0.09305174648761749,0.02933979034423828,0.1682477742433548,48.170433044433594,43.29559326171875,36.196258544921875,0.03928571566939354,0.0,STARTUP
1691281526.2923696,0.0,0.0,11.9,37.452880859375,35,0.113,0.31175071099122714,91.46,11.9,39.754150390625,35,-10.735,0.31175071099122714,115.67,11.9,37.9716796875,35,10.735,-0.0,5.38,12.0,39.31884765625,34,-0.339,0.3080483376979828,0.969746470451355,9.43596076965332,-0.0215336661785841,-0.00790365133434534,0.1536010503768921,-0.010725448839366436,-0.0016821855679154396,-0.2617993950843811,-0.33804941177368164,-0.6657876968383789,0.0842142105102539,-0.3823675513267517,48.10689926147461,45.667076110839844,37.29480743408203,-0.16720257699489594,-9.546016693115234,0.06338652968406677,-0.11530652642250061,0.1424645036458969,-0.011793519370257854,-0.030560217797756195,-0.04116236791014671,-0.044609848652974904,0.04097867012023926,0.01567935198545456,0.16129529476165771,0.01835346221923828,0.12419258058071136,48.23240661621094,43.3170166015625,36.22684097290039,0.032380953431129456,0.0,STARTUP
1691281526.3242502,0.0,0.0,11.9,37.452880859375,35,0.113,0.43165483060323756,59.18,11.9,39.7568359375,35,-11.074,0.4076740066808355,123.74,11.9,37.97412109375,35,11.3,-0.0,2.69,12.0,39.31884765625,34,-0.452,0.20240232348442078,0.3769230842590332,9.34914779663086,-0.023171335458755493,-0.004196540452539921,0.17795051634311676,-0.019077634438872337,-0.012162662111222744,-0.2617993950843811,-0.3309212028980255,-0.6190939545631409,0.1464700698852539,-0.7524032592773438,48.137718200683594,45.657894134521484,37.60653305053711,-0.2218649536371231,-9.486357688903809,-0.02443873882293701,-0.0768643319606781,0.15553466975688934,-0.015664812177419662,-0.04146186262369156,-0.039761897176504135,-0.043999497090474904,0.046816978603601456,0.033960871398448944,0.21576270461082458,0.01835346221923828,0.15543141961097717,48.23240661621094,43.326194763183594,36.24967575073242,0.03404761850833893,0.0,STARTUP
1691281526.3563986,0.0,0.0,11.9,37.45263671875,35,0.226,0.551558950215248,26.9,11.9,39.76025390625,35,-10.509,0.4796164784480417,99.53,11.9,37.977294921875,35,11.413,-0.0,2.69,12.0,39.318603515625,34,-0.452,0.368184357881546,0.0010925084352493286,9.519147872924805,-0.03637099266052246,-0.008805044926702976,0.16864782571792603,-0.027475636452436447,-0.022263988852500916,-0.2617993950843811,-0.3090420067310333,-0.600822389125824,0.1830911636352539,-0.7860134840011597,48.01444625854492,45.645652770996094,37.88310241699219,-0.2218649536371231,-9.482165336608887,-0.048609040677547455,-0.004825890064239502,0.1515137106180191,-0.0025028064846992493,-0.040048111230134964,-0.038165945559740067,-0.04262429872621709,0.05268730968236923,0.017105896025896072,0.24284525215625763,0.02567768096923828,0.2381661981344223,48.23240661621094,43.29865264892578,36.27527618408203,0.0476190485060215,0.0,STARTUP
