time,wheel1_vel,wheel1_cur,wheel1_vol,wheel1_pos,wheel1_temp,wheel1_pwm,wheel2_vel,wheel2_cur,wheel2_vol,wheel2_pos,wheel2_temp,wheel2_pwm,wheel3_vel,wheel3_cur,wheel3_vol,wheel3_pos,wheel3_temp,wheel3_pwm,wheel4_vel,wheel4_cur,wheel4_vol,wheel4_pos,wheel4_temp,wheel4_pwm,hebi_steer_acc_x,hebi_steer_acc_y,hebi_steer_acc_z,hebi_steer_gyro_x,hebi_steer_gyro_y,hebi_steer_gyro_z,hebi_steer_pos_desired,hebi_steer_pos,hebi_steer_eff,hebi_steer_cur_motor,hebi_steer_cur_motor_winding,hebi_steer_vol,hebi_steer_temp_board,hebi_steer_temp_motor_winding,hebi_steer_pwm,hebi_bogie_acc_x,hebi_bogie_acc_y,hebi_bogie_acc_z,hebi_bogie_gyro_x,hebi_bogie_gyro_y,hebi_bogie_gyro_z,hebi_bogie_pos_desired,hebi_bogie_pos,hebi_bogie_eff,hebi_bogie_cur_motor,hebi_bogie_cur_motor_winding,hebi_bogie_vol,hebi_bogie_temp_board,hebi_bogie_temp_motor_winding,hebi_bogie_pwm,in_transition
1686903784,0.095923296,102.22,11.9,0.0703125,36,3.955,0.527578126,110.29,11.9,-0.788085938,36,-11.526,0.55155895,182.92,11.7,0.893066406,35,13.334,0,13.45,12,-0.736328125,36,-0.791,0.48036465,-0.447610468,9.64217186,-0.145023301,-0.013344457,0.090008944,0.120165698,0.121610515,-0.291546404,0.14647007,-0.63993156,47.99903488,49.36964417,44.1812973,-0.172561631,-9.597925186,0.62868166,-0.232552946,0.089046128,0.005175717,-0.317914397,1.06E-05,6.20E-05,-0.235774755,0.007367134,-0.067687012,48.21691513,45.92105103,41.64337921,0.00452381,0
1686903784,0.071942472,99.53,11.9,0.070556641,36,3.842,0.527578126,115.67,11.9,-0.785400391,36,-11.526,0.55155895,188.3,11.7,0.895996094,35,13.334,0,13.45,12,-0.736328125,36,-0.791,0.494041592,-0.562479138,9.776286125,-0.099909663,-0.007293806,0.100308269,0.111788116,0.113945208,-0.270954818,0.168442726,-0.77349335,47.99903488,49.37270355,44.28171921,-0.212218642,-9.649806976,-0.126538396,-0.249485344,0.089151315,0.003581639,-0.322001129,7.46E-06,6.68E-06,-0.230685264,0.007367134,0.06238009,48.20141983,45.93635559,41.63827896,-0.014285714,0
1686903784,0.071942472,99.53,11.9,0.071044922,36,3.729,0.527578126,126.43,11.9,-0.782470703,36,-11.752,0.55155895,182.92,11.7,0.898681641,35,13.221,0,13.45,12,-0.736328125,36,-0.791,0.412556797,0.842483521,9.531898499,-0.135756925,-0.012070723,0.094856992,0.103426248,0.103993148,-0.329076231,0.036606789,-0.185443386,48.06067276,49.360466,44.43833542,-0.08547619,-9.749177933,-0.662650406,-0.366509318,0.111770228,0.005827665,-0.265759975,4.91E-06,-3.51E-05,-0.226142332,0.011029243,-0.061323915,48.20141983,45.92411041,41.63328552,-0.004285714,0
1686903784,0.071942472,91.46,11.9,0.071533203,36,3.39,0.527578126,112.98,11.9,-0.779785156,36,-11.639,0.55155895,164.09,11.7,0.901611328,35,12.995,0,13.45,12,-0.736328125,36,-0.791,0.487304777,-0.010209873,9.626195908,-0.14523378,-0.006916205,0.091992952,0.095066465,0.096051507,-0.283323616,0.065903664,-0.500105381,48.06067276,49.36964417,44.53632736,-0.146838158,-9.634606361,1.16805315,-0.251230747,0.096030928,0.00026869,-0.245151788,2.89E-06,5.25E-05,-0.231921658,0.007367134,-0.017980488,48.21691513,45.91799164,41.62630844,-0.007857143,0
1686903784,0.071942472,83.39,11.9,0.071777344,36,3.277,0.527578126,121.05,11.9,-0.777099609,36,-11.639,0.55155895,172.16,11.7,0.904296875,35,12.882,0,13.45,12,-0.736328125,36,-0.791,0.619714379,-0.347314328,9.968980789,-0.132526889,-0.003564228,0.092755876,0.086640194,0.088661112,-0.274279475,0.102524757,-0.587599814,48.02985382,49.360466,44.65639877,-0.183279738,-9.715806961,0.552531123,-0.162553102,0.095958062,0.007167559,-0.300776929,1.39E-06,-2.18E-05,-0.228298768,0.007367134,-0.04653858,48.21691513,45.92717361,41.62138748,-0.008095238,0
1686903785,0.047961648,80.7,11.9,0.072021484,36,3.164,0.527578126,118.36,11.9,-0.774169922,36,-11.639,0.55155895,182.92,11.7,0.907226563,35,12.995,0,13.45,12,-0.736328125,36,-0.791,0.54028976,-0.748792052,9.912246704,-0.10088636,-0.000619062,0.113971017,0.078296125,0.0801882,-0.266566157,0.131821632,-0.562121511,48.02985382,49.36658478,44.77110672,-0.165058956,-9.621020317,1.228186607,-0.25968504,0.098517857,0.004216999,-0.221963048,4.40E-07,-1.51E-05,-0.229880184,0.007367134,-0.008464467,48.23240662,45.94553375,41.61529922,-0.005476191,0
1686903785,0.047961648,91.46,11.9,0.072265625,36,3.051,0.527578126,131.81,11.9,-0.771484375,36,-11.865,0.55155895,180.23,11.7,0.909912109,35,12.995,0,13.45,12,-0.736328125,36,-0.791,0.5332973,-0.508840561,10.04651642,-0.043139137,0.001031561,0.11132437,0.069925345,0.072517969,-0.274650425,0.109848976,-0.549602926,48.02985382,49.33598328,44.85315323,-0.196141481,-9.743013382,-0.864218831,-0.307990283,0.11649543,0.008511655,-0.18437691,2.14E-08,-2.75E-05,-0.228385001,0.007367134,-0.071902871,48.20141983,45.92717361,41.61123276,-0.001190476,0
1686903785,0.047961648,91.46,11.9,0.072509766,36,2.938,0.527578126,145.26,11.9,-0.768798828,36,-12.091,0.527578126,207.13,11.7,0.912597656,35,12.995,0,13.45,12,-0.736328125,36,-0.791,0.488052577,-0.030317411,9.692066193,-0.157401979,-0.006906251,0.098661639,0.061513998,0.063107081,-0.284675807,0.065903664,-0.4959746,48.04526138,49.36352539,45.03047943,-0.133976415,-9.701431274,-1.167357922,-0.386318088,0.134994775,-0.002133218,-0.078318119,0,-1.60E-05,-0.232295454,0.007367134,0.001057412,48.20141983,45.92717361,41.60677719,-0.004761905,0
1686903785,0.023980824,94.15,11.9,0.072753906,36,2.712,0.527578126,147.95,11.9,-0.765869141,35,-12.204,0.503597302,223.27,11.7,0.915283203,35,13.334,0,13.45,12,-0.736328125,36,-0.791,0.439792603,-0.366019577,9.971969604,-0.143945903,-0.006620596,0.10487216,0.053163901,0.055086605,-0.281578332,0.065903664,-0.50836885,48.04526138,49.360466,45.13120651,-0.150053591,-9.648430824,0.516170561,-0.316375583,0.0882596,0.001741488,-0.328234673,0,-1.41E-05,-0.233905688,0.011029243,0.020097762,48.21691513,45.92105103,41.60031128,-0.000238095,0
1686903785,0.023980824,91.46,11.9,0.072753906,36,2.825,0.527578126,147.95,11.9,-0.763427734,35,-12.091,0.503597302,225.96,11.7,0.917724609,35,13.56,0,13.45,12,-0.736328125,36,-0.791,0.40854612,-0.466735691,9.762657166,-0.120978914,-0.008320148,0.112815328,0.044766951,0.0468929,-0.281360239,0.076889992,-0.538470805,48.04526138,49.38494492,45.20927429,-0.146838158,-9.777902603,-0.083232917,-0.277155817,0.083137102,-0.000479866,-0.304498076,0,1.62E-05,-0.233330607,0.011029243,-0.015866945,48.21691513,45.92411041,41.59536362,-0.002380952,0
