time,wheel1_vel,wheel1_cur,wheel1_vol,wheel1_pos,wheel1_temp,wheel1_pwm,wheel2_vel,wheel2_cur,wheel2_vol,wheel2_pos,wheel2_temp,wheel2_pwm,wheel3_vel,wheel3_cur,wheel3_vol,wheel3_pos,wheel3_temp,wheel3_pwm,wheel4_vel,wheel4_cur,wheel4_vol,wheel4_pos,wheel4_temp,wheel4_pwm,hebi_steer_acc_x,hebi_steer_acc_y,hebi_steer_acc_z,hebi_steer_gyro_x,hebi_steer_gyro_y,hebi_steer_gyro_z,hebi_steer_pos_desired,hebi_steer_pos,hebi_steer_vel_desired,hebi_steer_vel,hebi_steer_eff,hebi_steer_cur_motor,hebi_steer_cur_motor_winding,hebi_steer_vol,hebi_steer_temp_board,hebi_steer_temp_motor_winding,hebi_steer_pwm,hebi_bogie_acc_x,hebi_bogie_acc_y,hebi_bogie_acc_z,hebi_bogie_gyro_x,hebi_bogie_gyro_y,hebi_bogie_gyro_z,hebi_bogie_pos_desired,hebi_bogie_pos,hebi_bogie_vel_desired,hebi_bogie_vel,hebi_bogie_eff,hebi_bogie_cur_motor,hebi_bogie_cur_motor_winding,hebi_bogie_vol,hebi_bogie_temp_board,hebi_bogie_temp_motor_winding,hebi_bogie_pwm,in_transition,gait_name
1691286220.2636168,0.0,0.0,11.9,103.695068359375,35,0.0,-0.0,-0.0,11.9,108.54052734375,35,0.0,0.0,0.0,11.9,104.440673828125,35,0.0,-0.0,-0.0,12.0,108.622314453125,33,0.0,0.47287896275520325,0.4902981221675873,9.824074745178223,0.0009482080349698663,2.5043807909241877e-05,0.00016632846381980926,0.090142622590065,0.09016883373260498,-0.0,-0.0021010758355259895,-0.07382936030626297,0.032944679260253906,0.363529771566391,48.12230682373047,42.58567810058594,32.65331268310547,0.06976190209388733,-9.631693840026855,0.5128275156021118,-0.07273492217063904,-0.0003911699168384075,0.0003109555400442332,-0.00014130608178675175,-0.0446966327726841,-0.04463845888246709,0.0,0.02116020768880844,-0.014266690239310265,0.011029243469238281,0.04258492588996887,48.247901916503906,40.27845764160156,33.2767333984375,0.017142856493592262,0.0,STARTUP
1691286220.2986894,0.0,0.0,11.9,103.69482421875,35,0.0,-0.0,-0.0,11.9,108.540771484375,35,-0.226,0.0,0.0,11.9,104.440673828125,35,0.113,-0.0,-0.0,12.0,108.622314453125,34,0.0,0.44728603959083557,0.9631575345993042,9.803415298461914,-0.0031892205588519573,0.0006413972587324679,-0.01825237274169922,0.08947931230068207,0.09109120070934296,-0.04167191684246063,-0.010082561522722244,-0.04013572633266449,0.007309913635253906,-0.19507275521755219,48.12230682373047,42.58873748779297,32.74793243408203,-0.028333334252238274,-9.635140419006348,0.37028005719184875,-0.09811705350875854,-0.016330327838659286,-0.0017200331203639507,-0.002530402969568968,-0.0446060374379158,-0.044749085103170216,0.005691669415682554,-0.013660464435815811,-0.003983205184340477,0.011029243469238281,0.06551497429609299,48.247901916503906,40.25703811645508,33.27799606323242,0.008333333767950535,0.0,STARTUP
1691286220.3305469,0.0,0.0,11.9,103.695068359375,35,0.0,-0.0,16.14,11.9,108.540771484375,35,-1.356,0.0,5.38,11.9,104.440673828125,34,1.1300000000000001,-0.0,-0.0,12.0,108.622314453125,34,0.0,0.48349276185035706,0.23965014517307281,9.719066619873047,0.00039061636198312044,0.0002044743741862476,0.008660363964736462,0.08746958523988724,0.09082095324993134,-0.08365406841039658,0.0009474828839302063,-0.0862329974770546,0.036606788635253906,-0.30511388182640076,48.10689926147461,42.604042053222656,32.81203079223633,-0.04642857238650322,-9.625149726867676,0.4933454096317291,-0.04891294240951538,0.006110546179115772,0.0020131440833210945,-0.002300398424267769,-0.044331543147563934,-0.044640366231099904,0.011425711214542389,0.018293878063559532,-0.0031812526285648346,0.014691352844238281,0.09827069193124771,48.247901916503906,40.25397872924805,33.28291702270508,0.020952381193637848,0.0,STARTUP
1691286220.362541,0.0,0.0,11.9,103.695068359375,35,0.113,-0.0,45.73,11.9,108.541015625,35,-3.051,0.0,26.9,11.9,104.440673828125,34,3.051,-0.0,-0.0,12.0,108.622314453125,33,0.0,0.40309128165245056,0.6978672742843628,9.741318702697754,-0.0005845628911629319,0.0005181909073144197,0.023524204269051552,0.08414288610219955,0.09026852995157242,-0.12532860040664673,-0.03657546639442444,-0.2161540687084198,0.032944679260253906,-0.17022395133972168,48.10689926147461,42.591796875,32.855228424072266,-0.04500000178813934,-9.59855842590332,0.44566845893859863,-0.1385830044746399,0.02085896208882332,-0.003589574247598648,-0.0011210599914193153,-0.04387717321515083,-0.044625107442037404,0.017117736861109734,0.01676020398736,0.01079322025179863,0.014691352844238281,0.10154426097869873,48.247901916503906,40.287635803222656,33.288414001464844,0.03142857179045677,0.0,STARTUP
1691286220.3950648,0.0,0.0,11.9,103.695068359375,35,0.339,0.023980823922402087,72.63,11.9,108.541748046875,35,-5.198,0.0,94.14999999999999,11.9,104.441162109375,35,5.198,-0.0,-0.0,12.0,108.622314453125,33,0.0,0.11186739802360535,0.7837632894515991,9.710800170898438,-0.00909657683223486,-0.002408478641882539,0.040095455944538116,0.07940524071455002,0.08816292136907578,-0.16766156256198883,-0.09511467069387436,-0.2803233563899994,0.0878763198852539,-0.5711976289749146,48.091487884521484,42.576499938964844,32.969642639160156,-0.12218649685382843,-9.637530326843262,0.3834092915058136,-0.2996923625469208,0.04658396914601326,0.0008599007269367576,-0.003025846555829048,-0.043230090290308,-0.044464890156881154,0.022899694740772247,-0.003774450160562992,0.032232627272605896,0.014691352844238281,0.1190575584769249,48.23240661621094,40.281517028808594,33.2974853515625,0.023333333432674408,0.0,STARTUP
1691286220.426212,0.0,0.0,11.9,103.69482421875,35,0.5650000000000001,0.11990411961201043,88.77,11.9,108.542724609375,35,-7.232,0.09592329568960835,110.28999999999999,11.9,104.4423828125,35,7.458,-0.0,10.76,12.0,108.622314453125,34,0.0,0.09575745463371277,0.4880090057849884,9.582792282104492,-0.01724996417760849,-0.0026204180903732777,0.08330158144235611,0.07341928035020828,0.08311594277620316,-0.20924054086208344,-0.16410383582115173,-0.3232145607471466,0.1977396011352539,-0.8244214057922363,48.04526138305664,42.5948600769043,33.17272186279297,-0.2261521965265274,-9.690061569213867,0.3292297422885895,-0.3046942949295044,0.09590741991996765,-0.011212076991796494,-0.0203266404569149,-0.04241251200437546,-0.04405671754945928,0.02857866883277893,0.028146058320999146,0.06924481689929962,0.011029243469238281,0.06222684681415558,48.23240661621094,40.27539825439453,33.30846405029297,0.01785714365541935,0.0,STARTUP
1691286220.4605916,0.0,2.69,11.9,103.69482421875,35,0.904,0.21582741530161878,64.56,11.9,108.544677734375,35,-8.927,0.21582741530161878,104.91,11.9,104.4443359375,35,9.266,-0.0,10.76,12.0,108.622314453125,34,-0.226,0.16451624035835266,0.1490025818347931,9.67905330657959,-0.02313876897096634,-0.009211491793394089,0.1257241815328598,0.06582935154438019,0.07579649984836578,-0.2522934377193451,-0.21306896209716797,-0.37050509452819824,0.2270364761352539,-1.0035604238510132,48.02985382080078,42.59791946411133,33.36224365234375,-0.28081458806991577,-9.515975952148438,0.3604463040828705,-0.31285718083381653,0.12274004518985748,-0.00229487381875515,-0.020619994029402733,-0.04137585684657097,-0.04350930849184209,0.034458957612514496,0.02298731543123722,0.06707198172807693,0.02201557159423828,0.21072407066822052,48.170433044433594,40.281517028808594,33.31635665893555,0.04976190626621246,0.0,STARTUP
1691286220.491815,0.0,0.0,11.9,103.69482421875,35,1.1300000000000001,0.3357315349136292,53.8,11.9,108.547119140625,35,-10.17,0.3357315349136292,94.14999999999999,11.9,104.446533203125,35,10.509,-0.0,10.76,12.0,108.6220703125,34,-0.452,0.20489749312400818,0.5768672227859497,9.456083297729492,-0.04181751608848572,-0.009236850775778294,0.13409996032714844,0.05771614983677864,0.06489758938550949,-0.2617993950843811,-0.2953273355960846,-0.4548257887363434,0.0659036636352539,-0.5007842183113098,48.091487884521484,42.582618713378906,33.864742279052734,-0.15434083342552185,-9.566529273986816,0.08228209614753723,-0.09904545545578003,0.13810299336910248,-0.013891841284930706,-0.041197270154953,-0.0402168408036232,-0.042137924824849904,0.04002315178513527,0.036581091582775116,0.1039353683590889,0.014691352844238281,0.131151020526886,48.23240661621094,40.26622009277344,33.339046478271484,0.02309523895382881,0.0,STARTUP
1691286220.522775,0.0,0.0,11.9,103.69482421875,35,1.356,0.45563565452563964,34.97,11.9,108.550048828125,35,-10.17,0.45563565452563964,94.14999999999999,11.9,104.449462890625,35,11.074,-0.0,2.69,12.0,108.6220703125,34,-0.452,0.3347857892513275,0.4593559503555298,9.464686393737793,-0.04023915156722069,-0.0100947804749012,0.14275559782981873,0.04920610040426254,0.05545002222061157,-0.2617993950843811,-0.3120579123497009,-0.4781589210033417,0.0695657730102539,-0.5001570582389832,48.091487884521484,42.582618713378906,34.14057922363281,-0.14898177981376648,-9.517110824584961,0.09566723555326462,-0.06418347358703613,0.14771173894405365,-0.0014143018051981926,-0.0339001901447773,-0.03882139176130295,-0.04099160829652959,0.04583478718996048,0.025399524718523026,0.12303773313760757,0.014691352844238281,0.12427916377782822,48.23240661621094,40.2723388671875,33.349639892578125,0.030476190149784088,0.0,STARTUP
1691286220.555066,0.0,0.0,11.9,103.695068359375,35,1.469,0.527578126292846,40.35,11.9,108.552978515625,35,-10.057,0.527578126292846,91.46,11.9,104.4521484375,34,10.848,-0.0,5.38,12.0,108.6220703125,34,-0.452,0.3649357855319977,0.10449934005737305,9.649944305419922,-0.04013542830944061,-0.006947878748178482,0.14056247472763062,0.04085469990968704,0.046538252383470535,-0.2617993950843811,-0.2548443377017975,-0.4278276264667511,0.1794290542602539,-0.9384432435035706,48.01444625854492,42.576499938964844,34.441139221191406,-0.18220792710781097,-9.552630424499512,0.19086316227912903,0.036648184061050415,0.1404343992471695,0.005080999340862036,-0.03495825082063675,-0.037268295884132385,-0.039650742207662404,0.05153807997703552,0.019026296213269234,0.1274905651807785,0.02567768096923828,0.19240470230579376,48.27888870239258,40.26622009277344,33.36713790893555,0.0533333346247673,0.0,STARTUP
1691286220.5871637,0.0,0.0,11.9,103.695068359375,35,1.469,0.527578126292846,48.42,11.9,108.555419921875,35,-9.944,0.527578126292846,99.53,11.8,104.454833984375,34,10.735,-0.0,2.69,12.0,108.6220703125,34,-0.452,0.441923052072525,-0.027461275458335876,9.791574478149414,-0.035655245184898376,-0.009089495986700058,0.1377013921737671,0.032517172396183014,0.03814088553190231,-0.2617993950843811,-0.25941720604896545,-0.44382351636886597,0.2673196792602539,-0.9543647170066833,47.98362731933594,42.582618713378906,34.68356704711914,-0.2550911009311676,-9.622599601745605,0.2814697027206421,0.05608522891998291,0.13234832882881165,0.012902393005788326,-0.04265129566192627,-0.03553629666566849,-0.038195435200826466,0.05723189190030098,0.015455004759132862,0.154109388589859,0.02933979034423828,0.21724627912044525,48.247901916503906,40.26315689086914,33.38456344604492,0.04976190626621246,0.0,STARTUP
1691286220.618434,0.0,16.14,11.9,103.695068359375,34,1.582,0.527578126292846,67.25,11.9,108.55810546875,35,-10.057,0.527578126292846,112.98,11.9,104.45751953125,34,10.735,-0.0,2.69,12.0,108.6220703125,34,-0.5650000000000001,0.3954506814479828,-0.05231776833534241,9.910843849182129,-0.026494117453694344,-0.004601635970175266,0.14354144036769867,0.024233579635620117,0.02976839244365692,-0.2617993950843811,-0.24012726545333862,-0.45184770226478577,0.2636575698852539,-0.9865784049034119,48.01444625854492,42.58873748779297,34.92620086669922,-0.2797427773475647,-9.691040992736816,0.4363258481025696,-0.10287266969680786,0.13410411775112152,0.015527286566793919,-0.03005046769976616,-0.03363592550158501,-0.036881271992818654,0.06288887560367584,0.005659628659486771,0.17494972050189972,0.04765033721923828,0.26999998092651367,48.108455657958984,40.27539825439453,33.40337371826172,0.07404761761426926,0.0,STARTUP
