duration_s,power_wheels_W,power_hebis_W,total_energy_J,pos_change_xyz_m,heading_change_rad,cost_of_transport
1.984323501586914,5.34658375839057,2.5235234381185148,0.24222221428302299,"(0.01167557231716132, 0.002801946121131771, -0.000436934328005123)",0.021753997150960575,0.2636410756040641
1.9838097095489502,0.7984832794476685,1.1569693345861078,0.045144365398728056,"(0.0013145552037636676, 0.00038522644546210016, -0.00012358137662127344)",0.0013902975705796794,0.43069605003702666
3.999776840209961,1.909044151779865,9.595309137109991,1.780451007678952,"(0.0036240427777289863, 0.001480472915123543, -0.000856574442343494)",0.02030862739596412,5.943732948039155
3.9995715618133545,0.11072796799728213,4.273561667180936,3.0502774265069776,"(0.00638982713589531, 0.011143187316812714, -0.007831015153708765)",0.011331128376318,3.1033665991757404
3.9358527660369873,6.654811853820289,3.8058716486597226,1.039119603600848,"(0.018013169031005805, -0.005147169812926261, -0.0019610927425078306)",0.04033446587348127,0.7248838189719035
3.9679372310638428,5.077676514015785,2.1519773318255333,0.24713516208711134,"(0.002926503866163721, -0.000867710872586358, 0.00042863673635606947)",0.006768502063647375,1.0580953231409171
3.9998207092285156,10.444296104763882,9.84600774636959,1.8608432799038819,"(0.0018047436874927651, 0.009045969129210546, 0.00281028969471675)",0.008514872987129496,2.636425218857004
3.983315944671631,7.251749351319621,6.698224416774647,1.8709536821379653,"(0.013553217674449003, -0.018202010786822265, -0.005927180290186351)",0.02487142002163409,1.0774437002963897
4.031851530075073,9.973471737079583,5.884492441902379,1.305313648693621,"(0.024645297882216644, 0.004800877792716374, -0.0009580929938032279)",0.042609357053172536,0.6794064830958728
4.047794818878174,8.328115061253152,5.14661678267475,0.7385991830983937,"(0.016008003027298545, 0.004374183665451836, 0.0015034815062861528)",0.02397903074090113,0.5816629624562484
1.983804702758789,3.712823037529144,2.517117409615351,0.17656869547605042,"(0.011128170046905472, 0.00040874256472395176, -0.00011912523000917608)",0.023339608383270205,0.20722091334616832
1.9845571517944336,1.4776935521735413,1.6332989100861464,0.07757703679076183,"(0.0011045991864213622, 0.00015319681636750265, -4.502746845469474e-05)",0.000581102077058665,0.9091336101481321
3.999711275100708,2.3592926125120077,10.22932721432948,1.8246290171392472,"(0.003740883768146741, 0.002414287392924222, -0.002377121012312633)",0.007141004574633229,5.35582442611057
4.000627517700195,1.088745358937995,7.014682969569609,2.937067139082054,"(0.01295816637200431, 0.012253629456984272, -0.010608935097001282)",0.011928646903691349,2.152246323955015
4.0000176429748535,9.4071879805302,4.01856641413783,1.24653282544873,"(0.015365117105686499, -0.010097562732621412, 4.4352359203914116e-05)",0.050782298878988,0.8860356228314836
4.000525712966919,4.8139910864017,1.1311667249250905,0.21777202601193937,"(0.00402362559085704, -0.0024440647182660813, 0.00029313976644873563)",0.001192753077463693,0.604538631966264
4.000012397766113,8.957262717950892,9.997250999699768,1.990584983141063,"(0.0028781789239285954, 0.013006566883635162, 0.004970246701851699)",0.02418238849973825,1.9528701403951747
4.0151026248931885,3.6404358963866463,8.490585475207276,1.833800648103147,"(0.01197456218064008, -0.027522752579003107, -0.008102918620251365)",0.044900574340605015,0.7984581070959107
3.9679040908813477,8.2517393292246,4.429705771471415,1.417436542250007,"(0.02556415710592741, 0.00029612389535216277, -0.0002935966459468031)",0.05786588923392161,0.7245684213212974
3.984081983566284,6.8150098454579116,5.1442779551259,0.8592551446087806,"(0.01942375395785445, 0.00353958793953979, 0.00047970608536213044)",0.03532127650209764,0.5687632684353149
1.9835891723632812,2.9975503158594052,3.412273651351694,0.2143739560819346,"(0.013337603160663125, 0.001771257883508487, -0.0008873145324249099)",0.02490813539010192,0.20822569543112612
1.984717607498169,0.875971020618994,2.635930010803664,0.1394544101308095,"(0.0003499602893667353, 2.868564352540015e-05, -0.00011263919688159207)",0.010417362111744904,5.190339747826392
3.998192548751831,2.7367873725235525,9.710664977129278,1.712915551598977,"(0.003531868393169102, 0.0017356367074329443, -0.0017026223576043775)",0.01572876352275461,5.68846768695371
3.990556478500366,0.5783987890317297,6.313626785544177,2.6045397739719194,"(0.01274268624474606, 0.015784084618239352, -0.011836811699173944)",0.021122059396221894,1.6779360453429055
3.9839255809783936,6.7486019709391405,3.931746343398043,1.0088066293413758,"(0.01671673496242332, -0.008372186035090011, -0.0008733056351966639)",0.03923876939090712,0.7051705758642516
3.968069553375244,5.528975667030046,1.2344246898726465,0.023230134060948204,"(0.003099554875024696, -0.0009541543316408663, -0.00012525774852339966)",0.005944698652685876,0.09361139775801929
3.968370199203491,8.811896665211966,9.126620066808488,1.6865841664758165,"(0.0008112353438264608, 0.014802553932498977, 0.00551817325165288)",0.01340827826248231,1.4868136626721868
3.968217134475708,5.2862893188048545,8.702863759564066,2.7871190165292563,"(0.00991513897964666, -0.0201727228667965, -0.007230345593450926)",0.022182106534479662,1.6204636358622513
3.9988842010498047,6.133212550015903,5.338781692496167,1.131383724146402,"(0.020225636337738606, -0.000862762406372744, -0.0008175576915942506)",0.053543227606585586,0.730380817457413
3.98358154296875,5.689472177844231,3.7797576905160186,0.7085757367802579,"(0.01604034054235698, 0.0018960789689405622, 0.0006940319516938187)",0.035980630541955355,0.5733184456346804
