duration_s,power_wheels_W,power_hebis_W,total_energy_J,pos_change_xyz_m,heading_change_rad,cost_of_transport,max_accel_steer_radps2,max_accel_bogie_radps2
1.9840593338012695,5.603101143131047,3.0971929547161796,0.27876723311797375,"(0.008398690328391911, 6.123642113130268e-05, 0.0003427027717257114)",0.02002349007111695,0.43376549545447773,5.2226162125509905,2.2181766428990644
1.98543381690979,0.6109632982000148,2.547544046329876,0.12877233551071107,"(0.0049130676122768335, 0.0001908154426992978, -0.00014175849000325202)",0.006346721059577079,0.34227794799189715,6.517703825441943,2.0661926427462483
4.031789064407349,2.9348020045743937,10.518244495935233,1.882335015813462,"(-0.00027253661300263854, -0.003913186215992626, 0.0019055604686728511)",0.01669513804967885,6.2712204023727045,4.930802864976263,24.009748920121776
3.9994289875030518,2.6824558742726676,8.272711478998577,3.166339284385755,"(0.019968965669169336, 0.013063941037727622, -0.012351813720318294)",0.036871561276551876,1.7341039884996747,2.4184262916114307,5.9342111379695055
3.967869281768799,8.967180234284044,7.3799164819804455,1.4294524459938314,"(0.01018145241445062, -0.006092742641879367, -0.0003905404412780089)",0.03903739509865342,1.574454970956214,7.2441010541872926,6.907260835976404
3.951853036880493,6.48692282203907,1.9623179047166779,0.05974440957074787,"(0.0063252612842039785, -0.0036351539753911033, -4.6506427360315516e-05)",0.0017765449167376768,0.10702441613375402,2.641087812998155,3.775948452288353
3.999511241912842,6.111650518477045,9.655193687419535,1.795293746110716,"(0.005885864907718141, 0.026255828506871193, 0.010500752120980783)",0.029073674569282837,0.8719649835988801,10.796490534811069,9.918818865002907
4.000460386276245,3.1198482814969375,7.0400154091998015,3.6076849140853695,"(0.011492482093566347, -0.02605346175462131, -0.007293521996115437)",0.021916343710830177,1.655739646337486,5.658226450502311,11.358564442708413
4.031747579574585,7.219325727154276,4.285468099686276,1.2739100379419654,"(0.02306268599303163, -0.00483083375440696, -0.0015375384098369471)",0.043552671859627606,0.7065466836616632,2.671077015719605,9.35049289966457
3.967991352081299,8.145294984437957,3.4665722401497256,0.901482504067086,"(0.021695039148656448, 0.001986146745956874, 0.0019355671182241796)",0.053944854194725056,0.5407803498301555,14.600504270265544,11.314945291777185
1.9996109008789062,4.954474978541789,3.911337313186924,0.18636249451802406,"(0.010358527142590113, 0.0006154225672251046, -0.0006536734848309744)",0.02193679166321337,0.2347100892229644,4.377663592082609,0.941681567090938
1.7283313274383545,0.6446693535161448,1.8711733339230994,0.26421298566889206,"(0.005768809628589722, 0.0010442403848777981, -0.00019062700535715793)",0.007420347693154639,0.5889837243436686,10.307491754773837,3.673611491145503
3.999790906906128,2.063956264510869,11.46062240442718,2.184051316653651,"(0.0025183596013639287, -0.0020334319148001823, 0.0018379326809632723)",0.021103470495175594,8.818224717211962,4.355072108332109,32.93271329683267
3.9678235054016113,2.1840209329482216,5.818444812489665,3.432531842868579,"(0.015647199720961125, 0.0147863474889664, -0.011610733074487734)",0.023370389299891322,2.083721699858857,2.821889219477055,7.14224329390862
3.9356868267059326,7.371247254533783,6.023216244895283,1.3334193607992944,"(0.009031981471945366, -0.003946428477425462, -0.000872517277915319)",0.027332300875040905,1.7679889157600643,6.78857406412576,4.324456076114001
4.00068211555481,5.0470037622746915,1.0249155574944058,0.04089160825983856,"(0.0058246866713350665, -0.003219948102444803, 0.0005198707816353454)",0.023639238475770125,0.08029583699384375,2.167427164421202,2.0606440870170393
3.99997615814209,10.150062433127752,8.863274560463417,1.7896915266512747,"(0.0018190111638649586, 0.023034581954035682, 0.01127851809488345)",0.028135568944357925,1.0122418745643496,6.155388707457092,26.89843076448554
3.999593496322632,7.279871233434795,5.692331910891181,3.4317183090573624,"(0.013884417039881858, -0.027496919578015422, -0.0082396941650692)",0.03768950703206528,1.455953471433056,5.909134174781876,6.334845544023306
3.999638795852661,8.416956400097172,5.253891279608958,1.0490600384777826,"(0.0198782138670639, 0.00032959433140244965, -0.0006251408725928553)",0.04937092189773799,0.6896038624963094,2.06162368339235,5.077846113144844
4.031909942626953,10.002965803556116,3.717522841462006,0.7162627695167987,"(0.02506190846516365, 0.0031645561131987687, 0.0027100301715959896)",0.055270431250447644,0.3705610283404469,14.05478935841278,3.7149349703128403
1.992295265197754,6.01362555060893,2.5240733152736916,0.22302851316103195,"(0.010169295556830882, 0.00040597264595810395, 2.7305930946075474e-05)",0.02324646870413058,0.2863914927429525,3.341763040743249,1.723431271189592
1.7280397415161133,1.0344759184836925,2.176613163013435,0.09708369658909895,"(0.005240362018599898, 0.00022241345920617772, 2.5903384076153557e-05)",0.007403687710291623,0.2418970635390282,9.272924427460765,2.527156784488315
4.0320165157318115,2.1779908181933334,10.490777680775148,1.7743628736348667,"(0.006575207197418609, 0.0015285397183900928, -0.0016718465785340308)",0.019624433720348593,3.4351076355874106,6.139251736289366,19.9740376362709
3.9681131839752197,2.5540986040952807,5.7330657866235715,2.974151944094411,"(0.020959002873675678, 0.017974815070408115, -0.01614720315487228)",0.031291936756658686,1.407717685559142,1.4609508863697127,11.564155135662416
3.999736785888672,7.897234457551039,3.2869769450097333,1.0156509881534392,"(0.010097609245126524, -0.005785311010047145, 0.0003770767951403742)",0.03652956668914453,1.140567476333729,5.699202735112377,7.484930566821023
3.93595814704895,6.7036831683698,1.412536161232285,0.04224580693297217,"(0.004220136856875667, -0.0022315992100712945, 0.0009875299000602356)",0.003972985066036994,0.11565162588847905,1.4033897491503524,1.3906345223476024
3.983690023422241,7.5432091963172185,8.117935189872288,1.6305201197457972,"(0.0026681016464665808, 0.018539187859088424, 0.007338215451556995)",0.012980211906934547,1.1376802620173685,8.482017613403315,13.73699671740646
3.999462842941284,5.484851710489943,5.992466300226208,3.3147794931516805,"(0.011526712577338283, -0.022387015752253214, -0.006022563897958411)",0.03855440223305695,1.7204081038656247,8.248504825516106,7.803202039223549
3.9992713928222656,11.02752822013335,3.0752696212310164,1.2487321726066631,"(0.02160712557719746, 0.0028391712970343708, 0.00034758497067555183)",0.05401806959352845,0.7488441681019624,2.952717459294046,12.071136963837338
3.983602523803711,8.032368728235761,4.6691166885874615,0.7604940515822765,"(0.020371507074801398, 0.0033945360374156297, 0.0018268297413089885)",0.051856000142363745,0.481240215602885,7.448749500798719,4.767442557025041
