name,mean,std,min,max,sample_size
duration_s,3.5735124826431273,0.8374510184713163,1.7280397415161133,4.0320165157318115,30
power_wheels_W,5.615527989236237,2.939573760534588,0.6109632982000148,11.02752822013335,30
power_hebis_W,5.3113579303273095,2.909370664704402,1.0249155574944058,11.46062240442718,30
total_energy_J,1.4011011279573786,1.145888982561048,0.04089160825983856,3.6076849140853695,30
pos_change_xyz_m_norm,0.016360484035958474,0.009473165025988474,0.0037222274210024654,0.031986027386951846,30
heading_change_rad,0.028132837498537698,0.015389458101880414,0.0017765449167376768,0.055270431250447644,30
cost_of_transport,1.4018556611433672,1.8270731378548948,0.08029583699384375,8.818224717211962,30
max_accel_steer_radps2,5.8716520711486435,3.40244747694567,1.4033897491503524,14.600504270265544,30
max_accel_bogie_radps2,8.766629717650066,7.77661971119538,0.941681567090938,32.93271329683267,30
