name,mean,std,min,max,sample_size
duration_s,3.080520025889079,1.1022930321985902,1.488492488861084,4.000293493270874,30
power_wheels_W,5.353364480966486,2.8395979104653426,0.07236869158542474,9.930411902485762,30
power_hebis_W,6.763511286202273,3.019999059843118,1.35367947917554,13.451810010670357,30
total_energy_J,1.3369808985893343,1.090361377080389,0.05995909483080757,3.534291860434217,30
pos_change_xyz_m_norm,0.013269034612595869,0.00802323956375394,0.0002823058212779013,0.028142030713416075,30
heading_change_rad,0.023220066259277847,0.0163351426352385,0.0009112496643502166,0.06781721334459198,30
cost_of_transport,1.757081720525685,1.6240226573918148,0.22001764200149013,5.783405758807569,30
