duration_s,power_wheels_W,power_hebis_W,total_energy_J,pos_change_xyz_m,heading_change_rad,cost_of_transport
4.959682464599609,6.856313115210946,1.9710450774179546,0.6085191096850556,"(0.03824893171791599, 0.027900716213157373, -0.0011110589200129528)",0.08617768652666014,0.16797627606280757
3.328481674194336,6.614701360192609,1.096293459054623,0.038485423618254924,"(0.0016867889249614354, 0.0014491138179320018, -2.652684471893263e-05)",0.003212464576696661,0.2261732660658442
1.0388593673706055,5.615294371712063,13.74704212032464,0.7582692626430915,"(0.013049332666630331, 0.010815011959559695, 0.00046212520747090924)",0.003857121450983436,0.5846960373017221
5.391505241394043,5.680840939371783,5.287328310694268,1.6494988369770949,"(0.07093420964924757, 0.07076194312164419, -0.015626939390011918)",0.006303512812212586,0.2151518187724879
0.8952071666717529,10.185709157315054,2.9383463366169384,0.24762611481095614,"(0.004976067061354894, 0.002596485868742303, -0.0004010175079510181)",0.00983232931424799,0.5765765820401076
0.8794958591461182,1.6681661984641383,2.696100060718809,0.05703680978836853,"(0.0009778891552136293, 0.0006140571704658926, -3.0536349156951026e-05)",0.00648881411950436,0.6455386292832426
1.1364226341247559,5.681744654315261,18.353337807679903,1.2774215229456205,"(0.028761349202842942, 0.019193430591658123, 0.0002830846902565076)",0.015195899253230116,0.4828109638431152
5.615752696990967,8.329570756924102,6.140418704752781,2.275771077028776,"(0.10593465151742248, 0.06031950558948129, -0.008514447897667754)",0.06652348089519144,0.2439758790514435
5.456135034561157,11.922980319713194,2.710517184275242,1.9210910850986163,"(0.03422928567563632, 0.05623602191616117, 0.0008040303607763644)",0.16520114623780485,0.3813582723004807
1.119513750076294,7.123559828867397,3.186445190340877,0.0722567091034319,"(0.0014863280795246459, -0.0014030259315105376, -9.945383372306216e-05)",0.0018047385248197712,0.46200682338155585
4.959869384765625,8.191740645830041,1.9423880928865624,0.6554394459242254,"(0.03479568408538358, 0.033134783831837544, -0.001778501200080218)",0.09105938580333886,0.17827464649825703
3.328078508377075,7.019385101206156,1.3912921064093444,0.06016019442911573,"(0.0014689888739770618, 0.001729702042608583, -0.00015194601822621223)",0.0030278903476603503,0.34645796202592355
1.0405092239379883,4.13817229843234,14.447659808817466,0.7020214746495126,"(0.011771966176252646, 0.01448430554264557, -0.0004764462835379346)",0.00456769048128064,0.4915455128982075
5.390820026397705,6.487833307523024,5.397024162830003,1.8132023636012413,"(0.056182852428289576, 0.07480546829584256, -0.012107081496076422)",0.007242301167439624,0.2532910284322437
0.8961226940155029,13.053353039467105,2.9837996161897786,0.2962350133277143,"(0.0050334956487121385, 0.003215601641585287, 0.00029990723967859845)",0.010980296697627345,0.6481621278700043
0.8797798156738281,1.7978736591723075,2.597997390342329,0.08508934542628209,"(0.00035156522211421404, 0.0004640700545934795, -0.00013170045573085432)",0.00032294601589799576,1.9100199801725382
1.1358180046081543,4.595860846647626,18.606712222571094,1.4172095723735698,"(0.015870814215413004, 0.027580063225209506, 0.0017567602760398815)",0.02987383368201524,0.5820547104544813
5.647641181945801,11.141756550057638,6.879284325577058,2.641886448670572,"(0.08570057179152336, 0.0760998983006187, -0.008346503664409644)",0.08743901368497059,0.301246883204016
5.455260515213013,14.954779166317621,2.0144626223514437,1.986140025120789,"(0.01615162959311417, 0.05596044612507678, 0.004652462941493796)",0.1331406575351487,0.4456457189688531
1.1199119091033936,-0.36467523242413447,4.16773597858837,0.1005574909988564,"(0.0009821186209583166, 9.904873561317196e-05, -0.00011347980385884027)",0.0005435070039211398,1.331341264992101
4.943538188934326,7.42369487652533,1.6793725048066537,0.6547660813041045,"(0.044450839266558795, 0.012872685780960735, -0.00037058868041345283)",0.07988529906390154,0.1849077410201077
3.327732801437378,8.197534222105599,1.034198123458645,0.038316782269977166,"(0.0015530473938902833, 0.0008140059695558866, 2.583482292151107e-06)",0.0015556917761465616,0.28558395167227624
1.0404183864593506,7.324521620290062,13.513383747483855,0.7888399839202935,"(0.009882622976306266, 0.012320392939773994, 0.003449070100338625)",0.011322111615526183,0.6527190825517774
5.407311677932739,5.679351136644375,5.603725975552691,1.5840433922473105,"(0.08445139328688978, 0.04304346782274712, -0.011980274894239418)",0.0016638890347763224,0.2183985697392881
0.896019697189331,8.467571897519784,2.562732997219189,0.23471556040371264,"(0.005789113035440441, 0.0015313804122344399, -0.00023316455199345887)",0.011684050803246582,0.5122470347107608
0.8799819946289062,0.5086514356612952,1.5758920286477178,0.008441779386244653,"(0.0004539574719021333, 0.00018601198966666788, 0.00016615389374052825)",0.0013737671397409668,0.22488077520118044
1.1360838413238525,6.252728940037116,16.95649942569846,0.9885304253125953,"(0.024473479972892204, 0.011026728910810413, 0.0015979200249191527)",0.03284874112963576,0.4812795309746891
5.616132736206055,8.753455854826809,6.277971559700634,2.0753702112143175,"(0.1139306473150371, 0.042336613446505744, -0.005717540352391859)",0.09719918069243302,0.22315353723798195
5.455444812774658,11.571078213301654,2.1766150253535628,2.0275510893617223,"(0.047550377915920095, 0.04502405490604222, -3.058858239179951e-05)",0.16944249429475589,0.40464155349333586
1.1199700832366943,3.0106121439940865,3.161001578721889,0.08295671321643418,"(0.0009366808924249348, -0.0014564761462553255, -0.0005357107405207229)",0.0007734398184088276,0.6260685120066243
