1690145579.5202377 asterix_body OCCL OCCL OCCL OCCL OCCL OCCL OCCL asterix_bogie OCCL OCCL OCCL OCCL OCCL OCCL OCCL
1690145579.5409901 asterix_body 87.601447040854126 288.81081972594387 5063.7826491743062 -0.80343304603714638 0.08049780085208294 -0.087502043119190701 0.58340280856661841 asterix_bogie -137.03296657080577 307.57331562814142 5408.7255174422935 -0.54343885956471838 -0.53594888702960175 0.022217342092500026 0.64570843739033967
1690145579.5612464 asterix_body 87.634514909615362 288.80476416493616 5063.8511274094299 -0.80344250481429225 0.080453823372372946 -0.087499267618822457 0.58339626492519869 asterix_bogie -136.96906902618338 307.42620160687949 5408.6215177986032 -0.54302745796942853 -0.53590619182276478 0.021951501361435331 0.64609895917364035
1690145579.5847335 asterix_body 87.604645453690864 288.80953211237863 5063.7862637439157 -0.80344454186590841 0.080433112705715182 -0.08742204227655348 0.58340789251650238 asterix_bogie -137.00078128492646 307.47495443308475 5408.7083803328469 -0.54345976681934971 -0.53599012070469731 0.022183673684503542 0.64565777078687869
1690145579.6015377 asterix_body 87.58895872160933 288.80391227494505 5063.754727929826 -0.80343080757348151 0.080455592090772479 -0.087449166621938787 0.58341964176763439 asterix_bogie -137.03128989028664 307.53145404726342 5408.729154188336 -0.54386570767326048 -0.53579247201124602 0.022165892155143887 0.64548059008626146
1690145579.6217952 asterix_body 87.596843123848984 288.81861766928182 5063.8042225504969 -0.8034534741223226 0.080454169959416164 -0.087517285720358648 0.58337840734556912 asterix_bogie -137.04161978952567 307.51872207110716 5408.6986572252663 -0.54317064391732683 -0.53580026246382395 0.021942147041304639 0.64606677094039722
1690145579.6423008 asterix_body 87.604231984943709 288.81138339698083 5063.7891820324985 -0.80344632039200692 0.080461003863517178 -0.087464200787067028 0.58339527825180371 asterix_bogie -137.02594088294606 307.51221653053096 5408.6534947214077 -0.54290839865637153 -0.5359251983569715 0.021953123890571299 0.64618318825690635
1690145579.6630046 asterix_body 87.59312458657449 288.81488128385593 5063.7917720638379 -0.80345202732776977 0.080413375539863441 -0.087473379497286091 0.58339260939482729 asterix_bogie -137.01333442245911 307.49672266059656 5408.6640809543906 -0.54297378887617842 -0.53604705799112462 0.022143479158531248 0.6460206517931627
1690145579.6835082 asterix_body 87.606705941653459 288.81193460357252 5063.8398351548594 -0.8034259183416762 0.080476601354221355 -0.087432358465762069 0.58342599621924862 asterix_bogie -137.09640541960562 307.61034806281282 5408.7707093189556 -0.54382215121231625 -0.53595076188314084 0.022247125886672898 0.64538307545013307
1690145579.703449 asterix_body 87.595490279822599 288.82461351104536 5063.7950818365507 -0.80346101673715375 0.080434660237008973 -0.087418911593975954 0.58338545911942363 asterix_bogie -137.0238171950364 307.49437793050998 5408.6960625764414 -0.54393528156045423 -0.53595936768981289 0.022222381364724122 0.64528143582917863
1690145579.7238941 asterix_body 87.61077300394723 288.79892390913216 5063.7942556425314 -0.80345094821940166 0.080472015290116633 -0.087482423345331378 0.58338465369438697 asterix_bogie -136.99924867798049 307.48114407605033 5408.6567298441059 -0.54290718677068839 -0.53624140607382031 0.022148105449275819 0.6459151665580527
1690145579.7439699 asterix_body 87.607058046217603 288.81500738410233 5063.7999358893503 -0.80343726173459062 0.080459771498873775 -0.087475641219849173 0.58340620824597711 asterix_bogie -137.01652962874846 307.49561425158322 5408.6912339903538 -0.54379238322832313 -0.53594027458023785 0.022123587823050555 0.64542111283065096
1690145579.764256 asterix_body 87.600331091567597 288.8274911249963 5063.8172508234993 -0.803447383969079 0.080436868869884381 -0.087469314289562339 0.58339637501219188 asterix_bogie -136.98951841662878 307.46098745760395 5408.6658331359395 -0.54294673302207863 -0.53609334013315291 0.022053299769817174 0.64600807095174451
