1691202824.4924302 asterix_back OCCL OCCL OCCL OCCL OCCL OCCL OCCL asterix_front OCCL OCCL OCCL OCCL OCCL OCCL OCCL
1691202824.5104625 asterix_back 366.93860788181257 -1083.6387518202298 137.87315826591009 -0.024248053325375118 0.015190995397309032 0.74932539906101248 0.66158348822414181 asterix_front 327.7858912188899 -661.22820324583006 275.16123138195405 -0.027392592386209676 -0.0080457984279046768 0.72138864024811666 0.69194171772700175
1691202824.5317309 asterix_back 366.94777552579797 -1083.7128365399533 137.90708081118987 -0.024572482398989799 0.015430218470220318 0.74924243562192416 0.66165993843517501 asterix_front 327.78590521699817 -661.23113299541706 275.1642477010339 -0.027392720002682037 -0.008076688898971186 0.72139180573470141 0.69193805257848817
1691202824.5523632 asterix_back 366.93842764669688 -1083.5806187804869 137.82626400418471 -0.023864958803305716 0.014807245156121572 0.74931478880230307 0.66161813496484756 asterix_front 327.7876814190015 -661.22736747060389 275.15409995861461 -0.027391120894832716 -0.0080522953274510603 0.72139305414100519 0.69193709863917341
1691202824.572298 asterix_back 366.93982028068552 -1083.5815955032995 137.84102485140028 -0.023904095962430542 0.014870187015366059 0.74931637863432543 0.66161350987165257 asterix_front 327.78374136122335 -661.22580481886234 275.16209907403879 -0.027384952091394823 -0.0080186428957548968 0.72138391126347345 0.69194726557395647
1691202824.5933423 asterix_back 366.94839106386092 -1083.6164013488533 137.8620851917083 -0.024132434993204339 0.015076972653720039 0.74932282468387446 0.66159323975134265 asterix_front 327.78150836615771 -661.22726969740131 275.1668282685909 -0.02736410837195704 -0.0080624104006637009 0.72140672816974361 0.69192379324819064
1691202824.6138523 asterix_back 366.93186010615523 -1083.609519032934 137.85057829831248 -0.024043890956647933 0.014938460306044328 0.74929615661777405 0.66162980841946806 asterix_front 327.77950215101856 -661.23782125159789 275.16569949148413 -0.027390260488035514 -0.0080568083154893434 0.72139593011875269 0.69193408174353199
1691202824.6337075 asterix_back 366.9446791232611 -1083.5866245257146 137.84130773926162 -0.023937472873116455 0.014832365857504796 0.74930286381331512 0.66162845812183935 asterix_front 327.78453729305113 -661.23803207792821 275.16597885190629 -0.027363201568919696 -0.008053120623405326 0.72140495692009321 0.69192578401100358
1691202824.654531 asterix_back 366.92818432042799 -1083.6065344486497 137.85018220806396 -0.02399342418744695 0.014938902588629722 0.74933280698032101 0.66159012172809961 asterix_front 327.77904713634382 -661.24206124067302 275.16718038665869 -0.027374260313844604 -0.0080495897931515854 0.72140170833148698 0.69192877465303038
1691202824.6742322 asterix_back 366.92773684569835 -1083.6197345129297 137.85811553434914 -0.023981853057740365 0.015012770600923061 0.74932158640011337 0.66160157768676653 asterix_front 327.78369693317177 -661.22580506869633 275.16272653226696 -0.027396058434713922 -0.0080691743736301426 0.72139253611474652 0.69193724660918787
1691202824.6945179 asterix_back 366.93326872401803 -1083.5609728857178 137.82334921753863 -0.023790160513508823 0.014745472595467051 0.74934143570866474 0.66159202839117937 asterix_front 327.7920984338964 -661.22692315768279 275.15581998270096 -0.027401556431563338 -0.0080713123650753421 0.72139971977543782 0.69192951442307549
1691202824.7153952 asterix_back 366.92356588582703 -1083.5822811446164 137.83867063177519 -0.023871018624001424 0.014876673589875957 0.74933759665790556 0.66159052690293785 asterix_front 327.78317987543841 -661.22682146149782 275.16804153886119 -0.027384973923298968 -0.0080471623566348467 0.72139716500454409 0.69193311577394001
1691202824.7361286 asterix_back 366.94245973104466 -1083.654736285212 137.86474688964378 -0.024309416462047831 0.015138057391238769 0.74927601214262918 0.66163838243963213 asterix_front 327.78604288757958 -661.22787618450889 275.15974108680496 -0.027391208512229842 -0.0080408154385547877 0.72138974213577101 0.69194068165169231
1691202824.7556548 asterix_back 366.9391050784879 -1083.5973203433716 137.84051650232468 -0.023999493455655736 0.014899427165125488 0.74932756448391591 0.66159672950266757 asterix_front 327.78206312977909 -661.23503435194323 275.15912625288604 -0.027387964683066673 -0.0080391817445577881 0.72140001850460012 0.69193011514817004
1691202824.7759941 asterix_back 366.93721738608974 -1083.6176676579871 137.85512627616103 -0.024131342318083716 0.015070697872852364 0.74930612540962893 0.6616123357428898 asterix_front 327.7872025873852 -661.21724861181633 275.15610736651598 -0.027392903297443306 -0.00805861536505551 0.72139664112484625 0.69193321479831049
